CellId,AltFreq,AltPos,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,WinModels,WinPr,MlpxRate,PrState1,Switch12,Switch21,ProbMlpx,PvalSep,PrBinSep,MinSampSize,Pswitch0_10,Pswitch10_20,Pswitch20_30,Pswitch30_40,Pswitch40_50,Pswitch50_60,Pswitch60_70,Pswitch70_80,Pswitch80_90,Pswitch90_100,Rule_5_5_5,PairId
YKIC102811_1Loc_DoubleSound,1100,-6,146.8756,0.7338,0.7511,0.032401098,0.013774132,0.824594959,0.129229812,Outside,0.824594959,0.31,0.94,0.14,0.32,0.26,0,0,16,0,0,12,7,1,0,0,0,0,0,TRUE,NA
YKIC102811Loc_DoubleSound,1100,-24,7.7125,0.241,0.1933,0.036739146,0.017736823,0.824142001,0.12138203,Outside,0.824142001,0.37,0.89,0.19,0.27,0.33,0,0,10,0,0,5,10,4,1,0,0,0,0,TRUE,NA
YKIC140220Loc_DoubleSound,1988,-24,22.4948,0.5956,0.5697,0.104247936,0.822519398,5.09E-06,0.073227576,Average,0.822519398,0.73,0.38,0.37,0.32,0.83,0,0,18,0,0,0,0,0,3,3,7,9,0,TRUE,2
PSIC092110Loc_DoubleSound,1100,-24,41.9616,0.305,0.7959,0.029131013,0.820081192,0.01885359,0.131934205,Average,0.820081192,0.65,0.8,0.3,0.44,0.74,0,0,20,0,0,0,0,1,3,3,8,0,0,TRUE,NA
PSIC102110Loc_DoubleSound,1100,-6,17.9548,0.4531,0.1501,0.161432427,0.810933981,0.00083668,0.026796912,Average,0.810933981,0.62,0.49,0.4,0.34,0.7,0,0,9,0,0,0,1,0,3,5,3,1,0,TRUE,NA
YKIC110311Loc_DoubleSound,1100,-24,160.3196,0.7641,0.433,0.033220006,0.805652319,0.010809791,0.150317885,Average,0.805652319,0.33,0.94,0.19,0.4,0.29,0,0,11,0,0,15,8,1,0,1,0,0,0,TRUE,NA
YKIC140507Loc_DoubleSound,500,24,13.7872,0.3208,0.6276,0.802472516,0.052132972,0.023738486,0.121656026,Mixture,0.802472516,0.39,0.24,0.32,0.29,0.33,0.01,0.01,9,0,2,2,4,1,2,1,0,0,0,TRUE,2
PSIC091310Loc_DoubleSound,903,-24,19.4829,0.6019,0.234,0.797506903,0.142336004,5.83E-05,0.060098837,Mixture,0.797506903,0.49,0.38,0.34,0.27,0.5,0,0,16,0,0,0,1,5,6,0,0,0,0,TRUE,NA
YKIC140226Loc_DoubleSound,1988,-6,10.8382,0.2031,0.1758,0.089021989,0.115906451,0.001389138,0.793682422,Single,0.793682422,0.61,0.09,0.39,0.27,0.66,0.01,0.01,14,0,0,0,1,4,6,6,9,0,0,TRUE,2
YKIC082611Loc_DoubleSound,500,-24,27.726,0.1152,0.1639,0.051963079,0.793642767,0.038967714,0.11542644,Average,0.793642767,0.52,0.72,0.27,0.43,0.51,0.01,0,5,0,0,0,1,1,2,0,1,0,0,TRUE,NA
YKIC090111_1Loc_DoubleSound,609,24,27.3204,0.1455,0.3409,0.790650397,0.206449513,0.000285634,0.002614456,Mixture,0.790650397,0.37,0.47,0.35,0.34,0.31,0,0,9,0,0,5,1,5,0,0,0,0,0,TRUE,NA
PSIC091010Loc_DoubleSound,903,24,4.7739,0.1162,0.1314,0.781243915,0.111987517,0.000678607,0.10608996,Mixture,0.781243915,0.45,0.47,0.32,0.29,0.4,0.05,0.38,12,0,0,0,3,11,0,0,0,0,0,TRUE,NA
PSIC091510Loc_DoubleSound,1100,-24,21.2959,0.1185,0.787,0.196791563,0.778325731,0.001911418,0.022971289,Average,0.778325731,0.51,0.58,0.27,0.31,0.53,0,0,19,0,0,0,1,7,16,2,0,0,0,TRUE,NA
PSIC090710Loc_DoubleSound,609,6,12.9356,0.6168,0.8729,0.080979248,0.770463997,0.025960935,0.12259582,Average,0.770463997,0.47,0.65,0.28,0.33,0.45,0.01,0.01,10,0,0,0,0,7,3,0,0,0,0,TRUE,NA
YKIC110211_1Loc_DoubleSound,1100,24,25.6606,0.3096,0.7314,0.059643189,0.765768546,0.000113526,0.174474738,Average,0.765768546,0.61,0.23,0.47,0.3,0.66,0,0,6,0,0,0,0,1,1,5,1,0,0,TRUE,NA
PSIC092710Loc_DoubleSound,500,-6,14.9575,0.68,0.4828,0.154572577,0.76514376,0.001045049,0.079238615,Average,0.76514376,0.39,0.25,0.35,0.27,0.32,0,0.01,13,0,0,1,6,7,0,0,0,0,0,TRUE,NA
YKIC092311Loc_DoubleSound,1100,-24,50.0324,0.4988,0.4381,0.058169488,0.761858581,0.005866516,0.174105415,Average,0.761858581,0.36,0.85,0.24,0.3,0.26,0.01,0,5,0,1,6,1,0,0,0,0,1,0,TRUE,NA
PSIC110310Loc_DoubleSound,1100,-24,87.6444,0.2892,0.4085,0.761385421,0.206714724,0.000122952,0.031776903,Mixture,0.761385421,0.39,0.17,0.25,0.25,0.31,0,0,12,0,1,4,2,0,3,0,0,0,0,TRUE,NA
PSIC101410Loc_DoubleSound,903,-6,9.9375,0.5993,0.1224,0.753982838,0.152546521,0.014334506,0.079136136,Mixture,0.753982838,0.45,0.61,0.28,0.36,0.43,0,0,16,0,0,0,1,5,0,0,0,0,0,TRUE,NA
YKIC082611_1Loc_DoubleSound,1100,-6,18.7343,0.6907,0.2452,0.75291716,0.241424117,0.000382264,0.005276459,Mixture,0.75291716,0.46,0.08,0.37,0.18,0.47,0,0,12,0,0,0,1,22,4,0,0,0,0,TRUE,NA
YKIC092311Loc_DoubleSound,500,24,18.294,0.1913,0.15,0.748553331,0.219871317,0.003722303,0.027853049,Mixture,0.748553331,0.49,0.57,0.34,0.31,0.48,0,0,9,0,0,2,1,1,8,1,0,0,0,TRUE,NA
YKIC080511Loc_DoubleSound,609,6,4.5682,0.6232,0.4233,0.076376955,0.013877669,0.745742984,0.164002392,Outside,0.745742984,0.32,0.86,0.26,0.42,0.25,0,0.01,10,0,1,9,3,2,0,0,0,0,0,TRUE,NA
YKIC140221Loc_DoubleSound,500,24,76.6728,0.3784,0.1168,0.743206143,0.256793806,1.81E-10,5.00E-08,Mixture,0.743206143,0.72,0.27,0.39,0.38,0.9,0,0,33,0,0,0,1,4,6,5,11,15,5,TRUE,1
YKIC072711Loc_DoubleSound,1100,-24,23.512,0.1495,0.5673,0.054792986,0.02797083,0.734112428,0.183123756,Outside,0.734112428,0.23,0.91,0.2,0.36,0.16,0,0,8,0,8,6,0,0,0,0,0,0,0,TRUE,NA
YKIC102811_1Loc_DoubleSound,1100,24,62.6983,0.453,0.6462,0.055584992,0.023939103,0.728664381,0.191811524,Outside,0.728664381,0.35,0.09,0.36,0.15,0.32,0,0,11,0,0,9,5,0,1,0,0,0,0,TRUE,NA
YKIC092311Loc_DoubleSound,609,24,17.0161,0.4414,0.1478,0.176309577,0.728539184,0.000410755,0.094740484,Average,0.728539184,0.45,0.25,0.29,0.25,0.42,0,0,5,0,0,2,1,2,1,1,0,0,0,TRUE,NA
YKIC140528Loc_DoubleSound,1632,-6,30.2318,0.292,0.5335,0.726602362,0.187988233,2.36E-05,0.085385762,Mixture,0.726602362,0.52,0.24,0.37,0.25,0.54,0,0,13,0,0,0,1,4,4,3,0,0,0,TRUE,1
PSIC111210Loc_DoubleSound,1100,-6,10.7086,0.5256,0.2005,0.724740156,0.129193746,0.000123528,0.14594257,Mixture,0.724740156,0.4,0.34,0.34,0.26,0.35,0,0.01,7,0,0,0,7,2,0,1,0,0,0,TRUE,NA
PSIC091510Loc_DoubleSound,500,6,9.5575,0.2962,0.7919,0.723648257,0.18556504,0.011560631,0.079226072,Mixture,0.723648257,0.4,0.62,0.29,0.28,0.34,0,0,19,0,0,0,7,7,0,0,0,0,0,TRUE,NA
PSIC111710Loc_DoubleSound,609,24,20.2889,0.3154,0.8309,0.239428573,0.717630734,0.005421406,0.037519288,Average,0.717630734,0.55,0.59,0.31,0.35,0.58,0,0,24,0,0,0,0,0,12,2,0,0,0,TRUE,NA
YKIC140226Loc_DoubleSound,500,24,19.1501,0.1909,0.6114,0.167307765,0.109907051,0.008033618,0.714751565,Single,0.714751565,0.46,0.91,0.17,0.37,0.44,0,0,15,0,0,0,7,5,7,2,0,0,0,TRUE,1
YKIC080511Loc_DoubleSound,609,-6,4.8263,0.1296,0.3331,0.071635753,0.030210643,0.713294435,0.184859169,Outside,0.713294435,0.38,0.84,0.24,0.38,0.35,0.01,0.01,9,0,0,1,6,1,1,0,0,0,0,TRUE,NA
PSIC092910Loc_DoubleSound,1100,-24,47.8947,0.2548,0.3058,0.709293956,0.264586981,7.71E-06,0.026111349,Mixture,0.709293956,0.49,0.39,0.3,0.3,0.46,0,0,14,0,0,0,2,2,2,0,1,0,0,TRUE,NA
YKIC140321Loc_DoubleSound,1632,-24,3.7476,0.248,0.6306,0.708098961,0.172221917,0.0061018,0.113577322,Mixture,0.708098961,0.57,0.45,0.37,0.36,0.61,0,0.02,10,0,0,0,0,2,4,5,0,0,0,TRUE,2
YKIC120211Loc_DoubleSound,1100,24,16.4737,0.3346,0.4287,0.080064537,0.70714308,6.04E-05,0.212731971,Average,0.70714308,0.57,0.26,0.33,0.26,0.59,0,0,5,0,0,0,1,2,1,5,1,0,0,TRUE,NA
PSIC110310Loc_DoubleSound,1100,-6,22.2856,0.2253,0.2362,0.091130092,0.698048137,0.000131729,0.210690043,Average,0.698048137,0.58,0.28,0.39,0.34,0.63,0,0,6,0,0,1,1,0,0,1,2,1,0,TRUE,NA
YKIC111011_2Loc_DoubleSound,609,-24,8.5269,0.5541,0.5554,0.697629707,0.215484387,0.002829467,0.084056438,Mixture,0.697629707,0.53,0.58,0.35,0.36,0.54,0.03,0.08,8,0,0,0,0,3,4,2,0,0,0,TRUE,NA
YKIC082511Loc_DoubleSound,500,6,3.5166,0.1762,0.2244,0.697561759,0.151652399,0.005414557,0.145371285,Mixture,0.697561759,0.45,0.63,0.29,0.35,0.41,0.02,0.01,5,0,0,0,3,4,2,0,0,0,0,TRUE,NA
YKIC140220Loc_DoubleSound,1988,6,3.7913,0.1955,0.2213,0.695477598,0.053170238,3.93E-05,0.251312906,Mixture,0.695477598,0.67,0.78,0.32,0.39,0.76,0,0,22,0,0,0,0,0,4,5,6,3,0,TRUE,2
YKIC140226Loc_DoubleSound,1988,-6,81.4954,0.5699,0.1658,0.149322353,0.14066869,0.018270859,0.691738097,Single,0.691738097,0.25,0.06,0.44,0.23,0.11,0,0,14,1,16,4,0,3,1,1,0,0,0,TRUE,1
YKIC110311Loc_DoubleSound,500,-24,8.3073,0.7383,0.4385,0.68798784,0.051788658,0.000226224,0.259997278,Mixture,0.68798784,0.36,0.22,0.33,0.28,0.27,0,0.01,11,0,2,9,5,9,1,0,0,0,0,TRUE,NA
PSIC051111Loc_DoubleSound,1100,-24,91.594,0.2264,0.1405,0.080753447,0.685398654,0.029198013,0.204649886,Average,0.685398654,0.46,0.79,0.44,0.45,0.41,0,0,12,0,4,0,0,0,1,0,1,2,0,TRUE,NA
YKIC110911Loc_DoubleSound,1100,-6,105.5443,0.2191,0.5726,0.68052595,0.271012774,0.000688022,0.047773255,Mixture,0.68052595,0.43,0.77,0.22,0.46,0.39,0,0,6,0,0,2,3,0,3,0,0,0,0,TRUE,NA
YKIC110111_1Loc_DoubleSound,609,6,4.183,0.4361,0.116,0.0892043,0.036486022,0.675483843,0.198825835,Outside,0.675483843,0.41,0.83,0.2,0.34,0.36,0.06,0.13,5,0,0,2,2,1,1,0,0,0,0,TRUE,NA
YKIC072811Loc_DoubleSound,903,6,12.8617,0.341,0.1724,0.07341241,0.028508235,0.672292149,0.225787206,Outside,0.672292149,0.29,0.9,0.18,0.4,0.22,0,0,8,0,1,9,3,0,0,0,0,0,0,TRUE,NA
YKIC110111_1Loc_DoubleSound,1100,6,5.9539,0.1152,0.1152,0.083958332,0.039449471,0.666820323,0.209771875,Outside,0.666820323,0.4,0.86,0.2,0.37,0.39,0.03,0,7,0,0,0,6,2,0,0,0,0,0,TRUE,NA
YKIC100111_1Loc_DoubleSound,500,6,4.6815,0.3163,0.4183,0.664989906,0.166246539,0.024380213,0.144383342,Mixture,0.664989906,0.4,0.25,0.4,0.31,0.35,0,0,7,0,0,2,7,7,2,0,0,0,0,TRUE,NA
YKIC111011_2Loc_DoubleSound,903,-6,7.4053,0.44,0.5735,0.125464831,0.664560215,0.017988371,0.191986583,Average,0.664560215,0.52,0.59,0.31,0.38,0.53,0,0.01,5,0,0,0,0,1,7,0,0,0,0,TRUE,NA
YKIC140130Loc_DoubleSound,1100,24,3.279,0.2558,0.2495,0.268042692,0.066809565,0.001768879,0.663378863,Single,0.663378863,0.48,0.85,0.29,0.42,0.48,0.01,0.01,11,0,0,0,4,19,17,1,0,0,0,TRUE,1
YKIC090111_1Loc_DoubleSound,903,-6,61.025,0.1168,0.1675,0.088603169,0.659820362,0.006279985,0.245296484,Average,0.659820362,0.47,0.86,0.19,0.39,0.45,0,0,7,0,0,0,3,3,2,1,0,0,0,TRUE,NA
YKIC090111_1Loc_DoubleSound,609,-6,3.4459,0.4683,0.1735,0.149745393,0.193530761,0.000346088,0.656377758,Single,0.656377758,0.57,0.79,0.24,0.35,0.59,0,0.11,11,0,0,0,0,3,9,4,0,0,0,TRUE,NA
PSIC111710Loc_DoubleSound,609,-6,29.2271,0.6142,0.4418,0.19251574,0.150126446,0.002002263,0.655355551,Single,0.655355551,0.47,0.86,0.23,0.41,0.5,0,0,24,0,0,0,2,9,1,1,0,0,0,TRUE,NA
YKIC120211_1Loc_DoubleSound,500,-6,14.3071,0.5507,0.216,0.026385358,0.652368266,0.000160303,0.321086073,Average,0.652368266,0.45,0.9,0.18,0.33,0.44,0,0,6,0,0,0,6,9,3,0,0,0,0,TRUE,NA
YKIC072611Loc_DoubleSound,1100,6,21.0569,0.5159,0.2304,0.648145814,0.099515727,0.000215804,0.252122654,Mixture,0.648145814,0.44,0.32,0.28,0.26,0.41,0,0,12,0,0,3,2,1,3,2,0,0,0,TRUE,NA
PSIC100610Loc_DoubleSound,903,-24,31.4196,0.3507,0.2364,0.318198826,0.646178918,0.004897263,0.030724993,Average,0.646178918,0.53,0.59,0.39,0.37,0.55,0,0,12,0,0,0,2,0,4,4,0,0,0,TRUE,NA
PSIC090910Loc_DoubleSound,1100,-6,10.7851,0.6147,0.2407,0.131571738,0.644421,0.045049065,0.178958196,Average,0.644421,0.47,0.27,0.34,0.26,0.47,0,0,10,0,0,0,0,7,2,0,0,0,0,TRUE,NA
YKIC100711Loc_DoubleSound,1100,-24,26.2891,0.1049,0.3567,0.037450465,0.638179197,8.65E-05,0.324283819,Average,0.638179197,0.37,0.92,0.19,0.41,0.34,0,0,18,0,0,3,14,2,2,0,0,0,0,TRUE,NA
YKIC093011Loc_DoubleSound,903,-24,8.594,0.5045,0.4951,0.190204151,0.634601963,0.002123569,0.173070318,Average,0.634601963,0.41,0.87,0.23,0.39,0.39,0,0,7,0,0,0,12,8,3,0,0,0,0,TRUE,NA
YKIC140501Loc_DoubleSound,1632,24,4.6611,0.1085,0.2308,0.633936773,0.06494555,0.069717351,0.231400326,Mixture,0.633936773,0.4,0.18,0.37,0.29,0.35,0,0,11,0,0,3,5,4,1,0,0,0,0,TRUE,1
YKIC090811_1Loc_DoubleSound,500,24,16.3949,0.3376,0.7162,0.126021503,0.627380083,0.001501782,0.245096632,Average,0.627380083,0.48,0.35,0.36,0.27,0.45,0,0,6,0,0,0,1,1,3,0,0,0,0,TRUE,NA
PSIC110910Loc_DoubleSound,903,24,18.5558,0.3337,0.4259,0.625143608,0.229517986,2.67E-05,0.145311744,Mixture,0.625143608,0.45,0.45,0.31,0.31,0.42,0.01,0,5,0,0,1,1,2,2,0,0,0,0,TRUE,NA
YKIC082411Loc_DoubleSound,903,-24,5.4221,0.4289,0.3291,0.619034316,0.181301376,9.52E-05,0.199569133,Mixture,0.619034316,0.46,0.75,0.25,0.36,0.44,0.01,0.01,5,0,0,0,6,6,3,0,0,0,0,TRUE,NA
YKIC120211_1Loc_DoubleSound,1100,-6,7.6211,0.1164,0.2232,0.210237173,0.133291211,0.037823715,0.6186479,Single,0.6186479,0.28,0.88,0.24,0.4,0.2,0.01,0,6,0,1,9,1,0,0,0,0,0,0,TRUE,NA
YKIC140128Loc_DoubleSound,500,6,9.6546,0.3708,0.2659,0.233145276,0.617859917,0.002957552,0.146037255,Average,0.617859917,0.63,0.53,0.33,0.32,0.71,0.01,0.1,16,0,0,0,0,1,1,17,1,0,0,TRUE,2
PSIC091610Loc_DoubleSound,1100,-24,11.9896,0.1844,0.3161,0.617730167,0.093742507,0.049816773,0.238710552,Mixture,0.617730167,0.37,0.78,0.3,0.38,0.31,0,0.04,13,0,0,3,8,4,0,0,0,0,0,TRUE,NA
PSIC111210Loc_DoubleSound,500,6,4.4955,0.4226,0.4357,0.232744775,0.146209784,0.005356134,0.615689308,Single,0.615689308,0.39,0.84,0.2,0.38,0.35,0.01,0.11,12,0,0,0,6,2,0,0,0,0,0,TRUE,NA
PSIC110310Loc_DoubleSound,500,6,10.2939,0.4317,0.1453,0.614437623,0.05544588,0.004113225,0.326003271,Mixture,0.614437623,0.34,0.77,0.27,0.38,0.26,0,0.01,10,0,0,6,1,2,1,0,0,0,0,TRUE,NA
YKIC100711Loc_DoubleSound,903,-24,4.9401,0.4864,0.3631,0.610215518,0.08016702,0.000193556,0.309423907,Mixture,0.610215518,0.45,0.89,0.21,0.36,0.43,0,0,15,0,0,0,4,10,3,0,0,0,0,TRUE,NA
PSIC110910Loc_DoubleSound,903,-6,4.9979,0.5226,0.4279,0.220480078,0.170410008,0.000907744,0.60820217,Single,0.60820217,0.64,0.22,0.44,0.27,0.72,0.03,0.12,7,0,0,0,0,0,2,4,3,0,0,TRUE,NA
YKIC140226Loc_DoubleSound,1988,6,13.6087,0.2548,0.2686,0.606422776,0.127980434,0.042528626,0.223068164,Mixture,0.606422776,0.59,0.23,0.34,0.23,0.62,0,0,17,0,0,0,0,2,5,6,1,0,1,TRUE,2
PSIC100510Loc_DoubleSound,903,-24,19.727,0.6712,0.7256,0.118196321,0.603621279,0.000147408,0.278034993,Average,0.603621279,0.58,0.25,0.35,0.28,0.61,0.01,0,6,0,0,0,0,1,1,4,0,0,0,TRUE,NA
YKIC090811Loc_DoubleSound,1100,-6,52.4265,0.6047,0.4968,0.603003592,0.167389453,0.001178477,0.228428478,Mixture,0.603003592,0.43,0.8,0.24,0.4,0.35,0,0,7,0,2,1,3,0,3,1,1,0,0,TRUE,NA
YKIC082611_1Loc_DoubleSound,609,24,21.7928,0.7772,0.4277,0.221498135,0.176622409,0.002668227,0.599211229,Single,0.599211229,0.38,0.11,0.42,0.19,0.31,0,0,12,0,0,1,8,4,0,0,0,0,0,TRUE,NA
PSIC102110Loc_DoubleSound,903,24,6.68,0.6248,0.1643,0.20498729,0.597974419,0.033826617,0.163211675,Average,0.597974419,0.6,0.63,0.35,0.38,0.64,0,0.01,5,0,0,0,0,0,3,6,1,0,0,TRUE,NA
YKIC110411_2Loc_DoubleSound,1100,-24,10.4175,0.12,0.4319,0.59583361,0.049852141,0.001140038,0.353174211,Mixture,0.59583361,0.33,0.76,0.27,0.34,0.25,0,0,5,0,2,2,2,1,0,0,0,0,0,TRUE,NA
YKIC082611_1Loc_DoubleSound,1100,-24,13.9678,0.4417,0.4245,0.595170176,0.052234718,0.111703426,0.240891681,Mixture,0.595170176,0.44,0.79,0.25,0.33,0.41,0,0,12,0,0,1,4,2,2,0,1,0,0,TRUE,NA
YKIC110211_1Loc_DoubleSound,609,-6,27.3885,0.6894,0.1243,0.216935019,0.177185616,0.011155112,0.594724253,Single,0.594724253,0.39,0.85,0.25,0.45,0.32,0,0,7,0,0,3,3,2,1,0,0,0,0,TRUE,NA
YKIC140219Loc_DoubleSound,609,-24,37.5978,0.1792,0.3674,0.304099655,0.099938546,0.005411117,0.590550682,Single,0.590550682,0.32,0.17,0.4,0.25,0.23,0,0,23,0,1,5,4,1,0,0,0,0,0,TRUE,2
YKIC080411Loc_DoubleSound,903,-24,38.1916,0.1559,0.4601,0.216109638,0.191365624,0.003194996,0.589329742,Single,0.589329742,0.35,0.86,0.24,0.38,0.29,0,0,8,0,2,1,5,1,0,0,0,0,0,TRUE,NA
YKIC111011_2Loc_DoubleSound,1100,-6,7.1245,0.1706,0.5632,0.178411602,0.58856846,0.007345539,0.225674399,Average,0.58856846,0.58,0.7,0.31,0.38,0.63,0.01,0.04,5,0,0,0,0,0,5,4,0,0,0,TRUE,NA
YKIC110311Loc_DoubleSound,1100,6,72.3928,0.6045,0.1936,0.127357412,0.091890477,0.194999579,0.585752532,Single,0.585752532,0.36,0.95,0.15,0.38,0.34,0,0,10,0,0,10,11,5,1,0,0,0,0,TRUE,NA
YKIC113011Loc_DoubleSound,1100,24,51.8464,0.2195,0.1479,0.228450013,0.1566662,0.032041035,0.582842752,Single,0.582842752,0.5,0.15,0.49,0.24,0.49,0,0,6,0,0,2,2,1,1,0,0,1,1,TRUE,NA
PSIC110910Loc_DoubleSound,609,-6,3.7834,0.8272,0.415,0.243142789,0.170758262,0.003587476,0.582511473,Single,0.582511473,0.43,0.81,0.23,0.37,0.41,0.01,0.08,9,0,0,0,2,5,0,0,0,0,0,TRUE,NA
PSIC102110Loc_DoubleSound,903,-6,9.0133,0.3217,0.1534,0.200924533,0.581743354,0.048107081,0.169225032,Average,0.581743354,0.58,0.59,0.38,0.37,0.63,0,0.03,9,0,0,0,0,0,0,6,0,0,0,TRUE,NA
PSIC111710Loc_DoubleSound,903,24,25.2326,0.5262,0.8289,0.152820437,0.265327157,0.000379942,0.581472464,Single,0.581472464,0.56,0.19,0.31,0.22,0.59,0,0,24,0,0,0,0,3,3,5,0,0,0,TRUE,NA
YKIC140219Loc_DoubleSound,609,6,16.7408,0.7401,0.2339,0.577485457,0.230000909,0.000112341,0.192401293,Mixture,0.577485457,0.42,0.68,0.35,0.42,0.39,0,0,12,0,0,1,5,6,1,0,0,0,0,TRUE,2
YKIC140219Loc_DoubleSound,1100,6,21.585,0.1406,0.2335,0.572130849,0.121761927,0.000387813,0.305719411,Mixture,0.572130849,0.51,0.81,0.26,0.39,0.51,0,0,12,0,0,0,2,4,4,1,1,0,0,TRUE,2
PSIC092710Loc_DoubleSound,903,-6,11.9901,0.4396,0.4872,0.230242581,0.571825258,0.03926107,0.158671091,Average,0.571825258,0.48,0.57,0.32,0.34,0.47,0,0,11,0,0,0,0,6,2,0,0,0,0,TRUE,NA
YKIC140516Loc_DoubleSound,500,6,4.524,0.8228,0.4412,0.571218504,0.238858615,0.007674259,0.182248621,Mixture,0.571218504,0.52,0.57,0.32,0.27,0.54,0.01,0.07,9,0,0,1,0,3,3,2,0,0,0,TRUE,1
PSIC110910Loc_DoubleSound,1100,-6,24.3947,0.84,0.4243,0.281929291,0.069871392,0.078073938,0.570125379,Single,0.570125379,0.35,0.21,0.37,0.24,0.28,0,0,9,0,1,1,3,0,0,0,0,0,0,TRUE,NA
YKIC140603Loc_DoubleSound,500,-24,5.0987,0.7236,0.2205,0.566472505,0.165774519,0.05881686,0.208936117,Mixture,0.566472505,0.4,0.35,0.36,0.33,0.34,0.02,0.04,6,0,0,0,4,3,0,0,0,0,0,TRUE,1
PSIC090910Loc_DoubleSound,903,-24,9.766,0.1946,0.7891,0.566303885,0.372237031,0.006393174,0.05506591,Mixture,0.566303885,0.54,0.5,0.32,0.34,0.56,0.01,0.1,15,0,0,0,0,3,13,1,0,0,0,TRUE,NA
PSIC031711Loc_DoubleSound,1100,-6,9.3092,0.7521,0.3583,0.266788633,0.167328126,0.002501916,0.563381326,Single,0.563381326,0.38,0.21,0.36,0.26,0.33,0,0.02,14,0,0,1,4,1,0,0,0,0,0,TRUE,NA
YKIC090911_1Loc_DoubleSound,1100,6,5.5452,0.4309,0.4284,0.216580158,0.214232254,0.006873413,0.562314175,Single,0.562314175,0.39,0.85,0.2,0.38,0.36,0.02,0.08,5,0,0,1,5,2,0,0,0,0,0,TRUE,NA
YKIC113011Loc_DoubleSound,500,24,18.7938,0.727,0.1451,0.291517393,0.133981224,0.012221536,0.562279846,Single,0.562279846,0.42,0.17,0.39,0.36,0.35,0.01,0,6,0,3,0,1,0,0,0,1,1,0,TRUE,NA
YKIC110211_1Loc_DoubleSound,1100,-6,12.6264,0.174,0.1144,0.219891058,0.175551462,0.0424842,0.56207328,Single,0.56207328,0.39,0.86,0.2,0.38,0.35,0.03,0.01,5,0,0,2,3,3,0,0,0,0,0,TRUE,NA
PSIC111810Loc_DoubleSound,903,-24,8.3138,0.5024,0.4138,0.239960323,0.195913569,0.002254377,0.561871731,Single,0.561871731,0.57,0.25,0.38,0.24,0.61,0,0.01,7,0,0,0,0,2,1,3,1,0,0,TRUE,NA
PSIC092110Loc_DoubleSound,1100,-6,14.5618,0.1919,0.2307,0.273443649,0.560817514,0.021539653,0.144199184,Average,0.560817514,0.57,0.53,0.4,0.4,0.6,0,0,15,0,0,0,0,0,3,9,0,0,0,TRUE,NA
YKIC113011Loc_DoubleSound,903,24,46.5023,0.111,0.1451,0.21957583,0.182125797,0.038432277,0.559866096,Single,0.559866096,0.37,0.14,0.4,0.22,0.31,0,0,7,0,0,4,1,3,0,0,0,0,0,TRUE,NA
PSIC091710Loc_DoubleSound,903,-24,21.1911,0.3338,0.2358,0.559027762,0.367380882,0.000952561,0.072638794,Mixture,0.559027762,0.43,0.48,0.38,0.33,0.4,0,0,21,0,0,0,2,7,2,0,0,0,0,TRUE,NA
YKIC140226Loc_DoubleSound,500,6,37.8055,0.1841,0.4033,0.558388531,0.10627765,0.000560041,0.334773777,Mixture,0.558388531,0.37,0.84,0.25,0.38,0.31,0,0,13,0,1,6,5,4,4,0,0,0,0,TRUE,1
PSIC042011Loc_DoubleSound,1100,24,6.3715,0.1995,0.1785,0.246367723,0.166238787,0.033526133,0.553867357,Single,0.553867357,0.37,0.82,0.21,0.36,0.31,0.02,0.09,5,0,0,3,2,1,0,0,0,0,0,TRUE,NA
YKIC110411_1Loc_DoubleSound,500,-24,59.3027,0.7025,0.3725,0.552113477,0.447400247,8.15E-08,0.000486195,Mixture,0.552113477,0.5,0.81,0.28,0.34,0.51,0,0,14,0,0,2,5,4,7,3,1,0,0,TRUE,NA
YKIC090811Loc_DoubleSound,500,-24,13.2896,0.1565,0.1704,0.185144895,0.551829288,8.24E-05,0.262943383,Average,0.551829288,0.37,0.85,0.23,0.37,0.32,0.01,0,5,0,0,4,5,3,0,0,0,0,0,TRUE,NA
PSIC111210Loc_DoubleSound,903,24,10.3105,0.6776,0.5633,0.297530438,0.551155252,0.004800963,0.146513347,Average,0.551155252,0.61,0.55,0.38,0.31,0.65,0.01,0,8,0,0,0,0,0,1,9,0,0,0,TRUE,NA
YKIC092311_1Loc_DoubleSound,1100,-6,47.8326,0.4328,0.4299,0.183164795,0.162355158,0.106419227,0.54806082,Single,0.54806082,0.33,0.89,0.19,0.39,0.26,0.01,0,5,0,0,8,2,0,0,1,0,0,0,TRUE,NA
PSIC090710Loc_DoubleSound,500,6,13.564,0.2357,0.8735,0.120810241,0.546602069,0.000127189,0.332460501,Average,0.546602069,0.56,0.72,0.29,0.41,0.59,0,0,11,0,0,0,0,2,5,5,0,0,0,TRUE,NA
YKIC140226Loc_DoubleSound,500,-6,7.3101,0.3574,0.168,0.54478089,0.259118031,0.001221139,0.19487994,Mixture,0.54478089,0.44,0.59,0.34,0.34,0.39,0,0,19,0,0,2,5,8,3,1,0,0,0,TRUE,1
PSIC092910Loc_DoubleSound,1100,-6,18.898,0.4286,0.5196,0.311637982,0.542203938,0.039541162,0.106616918,Average,0.542203938,0.4,0.64,0.35,0.37,0.36,0,0,5,0,0,3,2,2,2,0,0,0,0,TRUE,NA
